ANO,NOME,IDADE_ALUNO,FASE_TURMA,UNIDADE,ANO_INGRESSO,PEDRA,PONTO_VIRADA,INDE,INDE_CONCEITO,IAA,IEG,IPS,IDA,IPP,IPV,IAN,ANOS_PM,INSTITUICAO_ENSINO_ALUNO,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,REC_AVA_1,REC_AVA_2,REC_AVA_3,REC_AVA_4,NIVEL_IDEAL,DEFASAGEM,SINALIZADOR_INGRESSANTE,CG,CF,CT,NOTA_PORT,NOTA_MAT,NOTA_ING,QTD_AVAL,BOLSISTA,INDICADO_BOLSA
2022,ALUNO-931,11.0,1G,Filipinho,2019.0,Ágata,Não,6.39,,9.5,6.95,6.88,3.33,5.62,8.17,5.0,3.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,,,Fase 2 (5º e 6º ano),,,663.0,160.0,8.0,1.0,5.67,,2.0,Não,Não
2022,ALUNO-932,14.0,3B,Centro,2017.0,Quartzo,Não,5.2,,0.0,5.21,4.38,5.44,7.5,6.92,5.0,5.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Fase 4 (9º ano),,,810.0,123.0,13.0,6.33,5.83,4.17,4.0,Não,Sim
2022,ALUNO-933,,5A,Centro,2022.0,Quartzo,Não,5.68,,7.92,6.26,7.5,2.07,5.62,7.04,5.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 7 (3º EM),,,762.0,49.0,8.0,2.5,2.17,1.53,3.0,Não,Não
2022,ALUNO-934,,7D,,2022.0,Ametista,Não,7.67,,7.92,9.52,7.5,8.0,7.19,7.0,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Fase 8 (Universitários),,,248.0,4.0,3.0,7.0,9.0,,4.0,Não,Sim
2022,ALUNO-935,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-936,,0Q,Granjinha,2022.0,Ágata,Não,6.98,,10.0,7.17,7.5,6.25,5.62,7.42,5.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),,,494.0,141.0,6.0,6.5,6.0,,2.0,Não,Não
2022,ALUNO-937,12.0,3G,Filipinho,2018.0,Ágata,Não,6.93,,10.0,7.32,5.62,4.78,7.19,6.12,10.0,4.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 3 (7º e 8º ano),,,517.0,67.0,5.0,2.67,6.17,5.5,4.0,Não,Não
2022,ALUNO-938,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-939,,4L,Cipó,2021.0,Ágata,Não,6.75,,7.5,7.24,5.62,5.27,7.81,8.25,5.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 5 (1º EM),,,568.0,52.0,12.0,2.67,6.0,7.13,4.0,Não,Sim
2022,ALUNO-940,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-941,,3E,,2022.0,Ágata,Não,6.33,,7.92,5.11,7.5,5.67,7.81,6.75,5.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase + Bolsa,Fase 4 (9º ano),,,676.0,92.0,6.0,3.67,4.33,9.0,4.0,Não,Sim
2022,ALUNO-942,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-943,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-944,16.0,3G,Filipinho,2017.0,Quartzo,Não,4.18,,8.75,2.92,7.5,0.94,6.09,4.62,2.5,5.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Fase 6 (2º EM),,,853.0,146.0,15.0,0.0,2.67,0.17,4.0,Não,Não
2022,ALUNO-945,,4A,Centro,2021.0,Topázio,Sim,8.51,,8.75,10.0,8.75,8.42,8.44,8.67,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 6 (2º EM),,,33.0,4.0,2.0,7.83,7.5,9.93,4.0,Sim,Não
2022,ALUNO-946,,3K,Cipó,2021.0,Ametista,Não,7.41,,7.08,8.78,7.5,7.44,7.66,7.21,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase + Bolsa,Fase 4 (9º ano),,,354.0,41.0,7.0,7.17,7.0,8.17,4.0,Não,Sim
2022,ALUNO-947,,1U,,2021.0,Quartzo,Não,5.84,,8.5,5.57,7.5,4.5,5.62,5.83,5.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,,,Fase 2 (5º e 6º ano),,,747.0,177.0,12.0,3.67,5.33,,2.0,Não,Não
2022,ALUNO-948,15.0,4B,Centro,2018.0,Ágata,Não,6.29,,7.08,5.78,7.5,4.39,8.12,7.42,5.0,4.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 5 (1º EM),,,689.0,62.0,11.0,4.0,5.0,4.17,4.0,Não,Sim
2022,ALUNO-949,,2D,Centro,2022.0,Ametista,Não,7.84,,8.0,9.63,7.5,8.5,6.04,7.78,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Fase 3 (7º e 8º ano),,,190.0,30.0,3.0,10.0,7.0,,3.0,Não,Não
2022,ALUNO-950,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-951,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-952,,2P,Granjinha,2022.0,Ametista,Não,7.97,,9.0,9.67,7.5,5.5,6.67,8.11,10.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),,,150.0,19.0,3.0,5.0,6.0,,3.0,Não,Não
2022,ALUNO-953,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-954,,0J,Filipinho,2022.0,Ametista,Não,7.1,,8.5,8.67,5.0,7.25,5.62,7.5,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),,,456.0,132.0,8.0,8.33,6.17,,2.0,Não,Não
2022,ALUNO-955,,1N,Cipó,2022.0,Topázio,Não,8.11,,9.0,10.0,7.5,7.0,6.04,7.28,10.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 1 (4º ano),,,112.0,24.0,1.0,5.0,9.0,,3.0,Não,Não
2022,ALUNO-956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-957,12.0,2L,Cipó,2019.0,Ametista,Sim,7.36,,7.5,9.2,5.62,6.92,6.46,8.39,5.0,3.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),,,375.0,55.0,10.0,5.33,8.5,,3.0,Sim,Não
2022,ALUNO-958,17.0,5K,,2018.0,Ágata,Não,6.68,,7.08,8.8,5.0,5.8,7.03,6.75,5.0,4.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Fase 7 (3º EM),,,596.0,34.0,7.0,5.67,6.5,5.23,4.0,Sim,Não
2022,ALUNO-959,,1R,Granjinha,2021.0,Topázio,Não,8.09,,9.5,9.84,7.5,9.0,6.25,7.5,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Fase 3 (7º e 8º ano),,,117.0,26.0,4.0,9.0,9.0,,3.0,Não,Não
2022,ALUNO-960,,0J,Filipinho,2022.0,Ágata,Não,6.67,,10.0,7.9,5.62,4.83,5.62,7.5,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),,,597.0,164.0,14.0,4.83,4.83,,2.0,Não,Não
2022,ALUNO-961,11.0,2L,Cipó,2019.0,Ametista,Não,7.46,,9.5,9.01,5.62,4.5,6.46,8.0,10.0,3.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),,,331.0,49.0,9.0,1.33,7.67,,3.0,Sim,Não
2022,ALUNO-962,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-963,,1L,Cipó,2021.0,Ametista,Não,7.28,,6.92,9.33,6.88,7.08,6.04,7.56,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),,,406.0,106.0,8.0,6.17,8.0,,3.0,Não,Não
2022,ALUNO-964,13.0,3F,Filipinho,2021.0,Ametista,Não,7.72,,8.33,8.2,7.5,5.78,7.66,7.87,10.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 3 (7º e 8º ano),,,230.0,32.0,7.0,5.33,5.67,6.33,4.0,Não,Sim
2022,ALUNO-965,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-967,,0M,Cipó,2021.0,Ágata,Não,6.99,,9.0,5.39,7.5,9.23,4.69,7.25,5.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Promovido de Fase,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),,,490.0,139.0,5.0,9.27,9.2,,2.0,Não,Não
2022,ALUNO-968,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-969,,2L,Cipó,2021.0,Topázio,Sim,8.72,,8.5,9.31,7.5,8.83,6.67,9.11,10.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),,,14.0,2.0,1.0,9.17,8.5,,3.0,Não,Sim
2022,ALUNO-970,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-971,,0S,Granjinha,2022.0,Ametista,Não,7.48,,9.5,7.28,7.5,6.17,5.94,7.5,10.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),,,320.0,95.0,5.0,6.5,5.83,,2.0,Não,Não
2022,ALUNO-972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-973,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-974,,0K,Cipó,2022.0,Ágata,Não,6.98,,10.0,7.88,7.5,5.68,5.62,7.25,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),,,495.0,142.0,8.0,5.6,5.77,,2.0,Não,Não
2022,ALUNO-975,,0U,Cipó,2022.0,Topázio,Sim,8.18,,10.0,9.17,7.5,8.83,5.62,8.83,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase,Promovido de Fase,,,Fase 1 (4º ano),,,92.0,24.0,1.0,8.83,8.83,,2.0,Não,Não
2022,ALUNO-976,,0T,Centro,2022.0,Ágata,Não,6.8,,10.0,4.41,6.88,6.0,5.62,7.33,10.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),,,555.0,159.0,4.0,7.0,5.0,,2.0,Não,Não
2022,ALUNO-977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-978,,0B,Centro,2022.0,Ametista,Não,7.2,,8.5,8.52,6.88,6.5,5.62,8.0,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),,,427.0,128.0,5.0,6.5,6.5,,2.0,Não,Não
2022,ALUNO-979,,1U,,2022.0,Quartzo,Não,4.37,,6.92,3.35,7.5,2.83,4.38,3.75,5.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),,,845.0,192.0,13.0,2.83,2.83,,2.0,Não,Não
2022,ALUNO-980,,0A,Centro,2022.0,Ametista,Não,7.58,,10.0,6.57,8.12,7.35,5.62,7.08,10.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase + Bolsa,Mantido na Fase atual,,,ALFA  (2º e 3º ano),,,284.0,79.0,5.0,8.77,5.93,,2.0,Não,Sim
2022,ALUNO-981,,0Q,Granjinha,2022.0,Ágata,Não,6.85,,10.0,8.39,6.25,4.75,5.62,7.67,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),,,540.0,153.0,7.0,5.5,4.0,,2.0,Não,Não
2022,ALUNO-982,,2F,,2022.0,Ágata,Não,6.97,,9.0,6.85,7.5,4.75,6.25,6.89,10.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),,,496.0,73.0,11.0,4.0,5.5,,3.0,Não,Não
2022,ALUNO-983,12.0,3K,Cipó,2018.0,Ametista,Não,7.74,,8.75,9.16,5.62,5.96,7.97,7.42,10.0,4.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase + Bolsa,Fase 3 (7º e 8º ano),,,222.0,31.0,6.0,5.67,5.83,6.37,4.0,Sim,Não
2022,ALUNO-984,12.0,1G,Filipinho,2017.0,Quartzo,Não,5.59,,7.92,5.95,6.88,4.0,4.69,5.75,5.0,5.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,,,Fase 3 (7º e 8º ano),,,776.0,180.0,12.0,1.67,6.33,,2.0,Não,Não
2022,ALUNO-985,,1L,Cipó,2022.0,Ágata,Não,6.13,,9.5,8.96,7.5,1.75,5.62,6.11,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),,,704.0,169.0,14.0,2.0,1.5,,3.0,Não,Não
2022,ALUNO-986,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-988,,1K,Cipó,2022.0,Ametista,Não,7.39,,8.0,9.36,7.5,7.75,5.42,6.89,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),,,364.0,95.0,8.0,6.0,9.5,,3.0,Não,Não
2022,ALUNO-989,14.0,2B,Centro,2020.0,Ágata,Não,6.9,,9.5,7.4,7.5,5.92,6.04,7.17,5.0,2.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Fase 4 (9º ano),,,525.0,80.0,8.0,4.17,7.67,,3.0,Não,Não
2022,ALUNO-990,,2L,Cipó,2022.0,Ágata,Não,6.75,,8.5,10.0,7.5,2.5,6.46,7.5,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),,,569.0,90.0,13.0,1.0,4.0,,3.0,Não,Não
2022,ALUNO-991,12.0,2U,Cipó,2019.0,Ágata,Não,6.93,,9.0,9.29,4.38,5.5,6.25,7.56,5.0,3.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),,,513.0,78.0,5.0,5.0,6.0,,3.0,Não,Não
2022,ALUNO-992,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-993,16.0,5F,Filipinho,2018.0,Ágata,Não,6.85,,5.42,6.28,5.62,8.89,7.5,7.29,5.0,4.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Fase 6 (2º EM),,,541.0,31.0,3.0,9.5,7.67,9.5,4.0,Sim,Não
2022,ALUNO-994,13.0,3G,Filipinho,2019.0,Ametista,Não,7.44,,10.0,8.24,7.5,5.0,7.5,6.46,10.0,3.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Fase 3 (7º e 8º ano),,,340.0,38.0,2.0,5.67,5.17,4.17,4.0,Não,Não
2022,ALUNO-995,,1F,Filipinho,2019.0,Ametista,Não,7.22,,8.0,9.75,6.25,6.5,5.62,7.42,5.0,3.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,,,Fase 2 (5º e 6º ano),,,419.0,107.0,3.0,5.33,7.67,,2.0,Não,Não
2022,ALUNO-996,12.0,2F,,2018.0,Ametista,Não,7.07,,8.5,8.17,5.0,7.17,6.25,7.61,5.0,4.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Fase 3 (7º e 8º ano),,,465.0,71.0,10.0,5.17,9.17,,3.0,Sim,Não
2022,ALUNO-997,11.0,2A,Centro,2019.0,Ametista,Sim,7.96,,6.92,9.21,4.38,8.0,6.46,8.72,10.0,3.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,,Fase 2 (5º e 6º ano),,,151.0,20.0,3.0,7.0,9.0,,3.0,Sim,Não
2022,ALUNO-998,,0J,Filipinho,2022.0,Ametista,Não,7.74,,9.5,9.67,5.62,6.17,5.62,7.5,10.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),,,220.0,58.0,2.0,6.0,6.33,,2.0,Não,Não
2022,ALUNO-999,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-1000,,2M,Cipó,2022.0,Ágata,Não,6.69,,9.5,8.09,7.5,2.0,6.46,6.61,10.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),,,592.0,98.0,7.0,4.0,0.0,,3.0,Não,Não
2022,ALUNO-1001,,0J,Filipinho,2021.0,Ametista,Não,7.38,,9.0,8.45,5.62,8.08,5.62,7.75,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase,Promovido de Fase,,,Fase 1 (4º ano),,,367.0,111.0,5.0,8.5,7.67,,2.0,Sim,Não
2022,ALUNO-1002,16.0,4H,Filipinho,2020.0,Ametista,Não,7.56,,8.75,7.52,6.88,8.28,7.5,7.96,5.0,2.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 6 (2º EM),,,289.0,23.0,3.0,7.33,8.0,9.5,4.0,Não,Sim
2022,ALUNO-1003,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-1004,10.0,0L,Cipó,2020.0,Topázio,Não,8.18,,10.0,9.55,7.5,8.67,6.25,8.33,5.0,2.0,,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Promovido de Fase,Promovido de Fase,,,Fase 2 (5º e 6º ano),,,88.0,23.0,1.0,8.5,8.83,,2.0,Não,Não
2022,ALUNO-1005,,1F,Filipinho,2022.0,Ametista,Não,7.05,,8.5,9.83,4.38,6.5,5.62,7.17,5.0,1.0,,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Promovido de Fase,,,Fase 2 (5º e 6º ano),,,471.0,121.0,5.0,5.0,8.0,,2.0,Não,Não
2022,ALUNO-1006,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-1007,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ALUNO-1008,,0R,Granjinha,2022.0,Ametista,Não,7.26,,10.0,6.64,6.25,6.3,5.62,7.42,10.0,1.0,,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),,,410.0,120.0,7.0,5.47,7.13,,2.0,Não,Não
